Coh_Vib_Acous_B1,Coh_Vib_Acous_B2,Coh_Vib_Temp_B2,Coh_Acous_Temp_B2,LagCorr_Vib_Temp_Peak,Vib_RMS,Acous_Entropy,Vib_FFT1,Vib_FFT2,Acous_FFT1,Acous_FFT2
-0.4174926632339483,-0.02503842115106122,1.2894423337207332,-1.1433384290449558,0.8197032418928302,0.05754957533348046,1.5746479769090502,3.122615709192876,-0.4277754894428362,-0.2131176923026834,-0.33401951346751635
0.40013676938090936,0.2791956750679886,-1.0122971779227135,-0.8547751191501758,0.9337657733274719,0.04023202942811525,1.467000310017322,2.5284354499732533,-0.4429033424343397,0.47267799054653126,-0.33150526328355623
-0.5091658012167498,-0.10587417227668192,0.20431014361517855,-0.08244597708405597,0.8915080896543526,0.038117783333409885,1.23632487954929,2.666197661057246,-0.42912678949890454,0.2512769744233984,-0.3248170109191818
0.5753871392634601,-0.7765274908427015,1.6969573586616633,0.07384817300265555,-0.7422792645238512,0.06488353278794722,1.0386640819698552,3.470832143977392,-0.4148770599133363,1.0013977113911197,-0.3209911596526379
-0.27005424734131434,0.04623596648753414,1.9061913458656348,0.3129371132511745,0.8927598592655217,0.07761471408982318,1.0624580780337236,3.2907863369439103,-0.4308186796794109,0.72637279047949,-0.3195502158127634
0.4807353605986095,-0.8041085874864438,1.203764181622062,0.5565549030586809,0.7685354675012394,-0.0006550064496957115,1.4438604689017958,3.0886707204002035,-0.4359677467958788,0.41589360200102055,-0.33057216680763896
-0.8006840578804869,-0.49605445923149927,0.5462651988556328,-0.289840219678507,-0.8120742753798563,0.027545075568355216,1.5130343993431634,2.4074385290710842,-0.43772766902465254,0.41044027231831437,-0.33081350357964023
-0.07084010803131884,-0.19632195874615052,1.166524725057827,0.0043706464801765545,-0.8476912014422016,0.016041835178145447,0.7955044513773651,2.9770095117823,-0.40816524319845693,-0.09860762763642492,-0.31311167442246773
-0.42368009102008997,-0.7452954362822725,-0.8474697822018391,0.31238747150363927,-0.7914571866236354,0.07801235884962346,1.709893933092475,2.8836885465116495,-0.4203857552405391,0.05053982859047333,-0.33380284842441693
-0.44539186909190676,-0.9736982921137356,-0.3832023838228471,0.08380308527187842,0.9736748965814306,0.08131235468048448,1.584093632676111,3.4913209609726823,-0.4183138898255928,-0.046139971011062306,-0.33231590913457276
-0.6756046450600358,-0.5889421392058227,0.5275725504714208,0.7335053152463139,0.8918548213053744,0.06898140142912632,1.4644513575964255,3.274869752646295,-0.4287934583002997,0.36839662270502416,-0.32745001742650093
-0.3709342024926335,-0.6900170677700631,1.4741217895930145,-0.12841934737388086,-1.1472517818707804,0.042340929189311656,1.466819115941444,2.637288793146352,-0.44062275506192006,0.29410628808972417,-0.33018708092495064
-1.140998621366121,-0.6531008794140514,0.4329046380793213,-1.208551432037721,0.9890596054786648,0.08532089056766047,2.020677777043527,2.7452721261980564,-0.4439357978149342,-0.6375918837440608,-0.33852990944187333
